id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0885,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,La personnalisation d'un dashboard ne doit pas permettre de masquer silencieusement les alertes ou informations obligatoires.,Les widgets critiques sont fixes ou leur retrait produit un avertissement fort.,"S05,S09,S15,S30",active,1.0.0
UXR-0886,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,MANUAL,Les préférences doivent avoir des valeurs par défaut sûres et adaptées au rôle.,Le premier lancement reste utilisable sans configuration.,"S05,S09,S15,S30",active,1.0.0
UXR-0887,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,"La synchronisation des préférences doit indiquer état, conflit et portée multi-appareil.",Un échec ne produit pas un faux succès.,"S05,S09,S15,S30",active,1.0.0
UXR-0888,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,Les préférences locales doivent être versionnées et migrées.,Une ancienne valeur ne casse pas le shell après mise à jour.,"S05,S09,S15,S30",active,1.0.0
UXR-0889,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,MANUAL,"Un reset doit préciser s'il concerne la section, la vue ou toutes les préférences.",La portée est prévisualisée et confirmée si large.,"S05,S09,S15,S30",active,1.0.0
UXR-0890,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,Les vues sauvegardées doivent séparer préférences de layout et filtres métier.,L'utilisateur peut partager les filtres sans imposer sa densité personnelle.,"S05,S09,S15,S30",active,1.0.0
UXR-0891,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,Les raccourcis personnalisables doivent détecter les conflits et préserver une méthode d'accès alternative.,Le produit n'accepte pas une combinaison réservée sans avertissement.,"S05,S09,S15,S30",active,1.0.0
UXR-0892,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,Les préférences d'accessibilité système doivent être respectées par défaut.,"Reduced motion, contrast, color scheme et taille ne sont pas neutralisés.","S05,S09,S15,S30",active,1.0.0
UXR-0893,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,"La personnalisation ne doit pas modifier les calculs, permissions ou ordre d'autorité des données.",Elle affecte présentation et organisation contrôlée uniquement.,"S05,S09,S15,S30",active,1.0.0
UXR-0894,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,MANUAL,Les paramètres avancés doivent être séparés des réglages fréquents.,La page évite de submerger l'utilisateur occasionnel.,"S05,S09,S15,S30",active,1.0.0
UXR-0895,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,SEMI,Les options doivent avoir un aperçu lorsque l'effet visuel est difficile à imaginer.,Le preview est réversible avant sauvegarde.,"S05,S09,S15,S30",active,1.0.0
UXR-0896,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,La personnalisation doit fonctionner sur tous les viewports supportés ou être limitée explicitement.,Une disposition desktop impossible sur mobile reçoit une adaptation claire.,"S05,S09,S15,S30",active,1.0.0
UXR-0897,45,"Personnalisation, thèmes, densité et préférences",SHOULD,P2,MANUAL,Le produit peut proposer des presets par rôle sans enfermer l'utilisateur dans un persona rigide.,Les presets sont modifiables et expliqués.,"S05,S09,S15,S30",active,1.0.0
UXR-0898,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,Les préférences sensibles comme notifications critiques doivent respecter une limite imposée par policy.,Le contrôle explique pourquoi il ne peut pas être désactivé.,"S05,S09,S15,S30",active,1.0.0
UXR-0899,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,SEMI,Le volume d'options doit être surveillé et les préférences inutilisées supprimées ou regroupées.,Les analytics respectueux de la vie privée alimentent la simplification.,"S05,S09,S15,S30",active,1.0.0
UXR-0900,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,"Chaque préférence doit être testée avec valeur par défaut, personnalisée, invalide, migration et conflit.",Les tests couvrent le cycle complet.,"S05,S09,S15,S30",active,1.0.0
UXR-0901,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P0,AUTO,Chaque dépendance externe visible dans un parcours critique doit avoir un état de disponibilité distinct de la valeur métier.,"L'UI distingue source indisponible, valeur inconnue et valeur réellement nulle.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0902,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P0,SEMI,Une panne partielle ne doit pas transformer l'ensemble de l'écran en erreur si des sections fiables restent exploitables.,"Les sections portent leur propre état, source et dernier asOf.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0903,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P0,AUTO,Les dernières valeurs connues doivent être datées et explicitement marquées comme anciennes.,Aucune donnée stale ne ressemble à une donnée live.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0904,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P0,AUTO,Une reconnexion ne doit pas réexécuter automatiquement une commande non idempotente.,Le protocole de reprise sépare relecture et mutation.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0905,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,SEMI,"Une action interrompue doit indiquer si elle n'a pas été envoyée, a été reçue ou a un résultat indéterminé.",Le message propose la prochaine vérification sûre.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0906,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,Les formulaires longs doivent préserver le brouillon local ou serveur selon le risque et la sensibilité.,"Un test couvre fermeture, refresh, perte réseau et reprise.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0907,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,Les files d'attente hors ligne ne doivent être utilisées que pour des actions réversibles et explicitement compatibles.,Les mutations sensibles restent bloquées jusqu'à une connexion vérifiée.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0908,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,"Le produit doit permettre de réessayer une lecture sans perdre filtres, sélection ni position de scroll.",Le retry conserve le contexte de travail.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0909,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,"Les retries automatiques doivent être bornés, temporisés et visibles lorsqu'ils affectent la fraîcheur.",Le client ne crée pas de boucle de charge ou de faux état nominal.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0910,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P0,AUTO,Une erreur de permission ne doit jamais être présentée comme une panne réseau ou une ressource vide.,"401, 403, 404, 409, 422, 429 et 503 ont des traitements distincts.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0911,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,SEMI,"Une erreur globale doit indiquer l'étendue affectée, l'heure, une référence de diagnostic et une action sûre.",Le message évite les détails sensibles et le jargon inutile.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0912,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,SEMI,Le produit doit offrir un chemin de retour lorsque l'état local devient incompatible avec l'état serveur.,"Refresh ciblé, rebase, annulation ou reprise sont définis selon le workflow.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0913,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,MANUAL,Les conflits de version doivent montrer ce qui a changé avant de proposer écrasement ou nouvelle tentative.,Une action destructive n'est jamais le choix par défaut.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0914,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,La reprise après incident doit restaurer le contexte pertinent sans restaurer une action dangereuse non confirmée.,"La route et les filtres reviennent, la confirmation sensible non.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0915,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,"Les composants temps réel doivent signaler déconnexion, tentative de reprise et retour au nominal.",Le statut n'est pas uniquement une animation ou une couleur.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0916,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,AUTO,Une source lente doit avoir un budget et ne pas bloquer les sources indépendantes.,Les loaders et timeouts sont définis par vue ou section.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0917,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,MANUAL,Les données partielles doivent expliquer précisément quelles conclusions ne peuvent plus être tirées.,Le message relie l'indisponibilité à son impact utilisateur.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0918,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,SEMI,"Les modes de maintenance planifiée doivent indiquer début, durée estimée, fonctions affectées et alternatives.",L'utilisateur peut différencier maintenance et incident imprévu.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0919,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P1,SEMI,"Les scénarios de chaos UX doivent couvrir au minimum source lente, source absente, stream coupé, commande ambiguë et reprise après refresh.",Les tests de résilience produisent des preuves reproductibles.,"S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0920,46,"Résilience, modes dégradés, reprise et continuité de tâche",MUST,P0,AUTO,Le système ne doit jamais déclarer une opération réussie uniquement parce qu'aucune erreur n'a été reçue.,"Le succès exige un état terminal et, lorsque pertinent, la relecture cohérente de la ressource.","S01,S05,S10,S19,S26,S30",active,1.0.0
UXR-0921,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,"L'environnement opérationnel actif doit être visible en permanence et impossible à confondre avec DEMO, PAPER ou REPLAY.","Le shell, les dialogues et les reçus répètent l'environnement autoritaire.","S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0922,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,"Les données de marché, risque, ordre et position doivent afficher leur fraîcheur et leur source lorsque l'âge influence la décision.","Chaque valeur critique possède asOf, source et état de connexion.","S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0923,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,SEMI,"Une recommandation IA ne doit jamais être visuellement équivalente à une décision déterministe, un verdict risque ou un ordre exécuté.","Le niveau d'autorité est explicite par label, structure et provenance.","S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0924,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,"Les actions de kill, flatten, cancel, override, cutover ou passage LIVE doivent être isolées des actions courantes.","Le contrôle exige capability, step-up, impact, raison et confirmation renforcée.","S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0925,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,SEMI,"Une action sensible doit montrer l'objet, le compte, l'instrument, la quantité, l'environnement et l'effet attendu avant confirmation.",Le résumé de confirmation ne dépend pas du contexte mémorisé.,"S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0926,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,Les ordres et positions doivent utiliser une machine d'état canonique sans normaliser un statut inconnu vers un statut rassurant.,Les transitions brutes et canoniques restent inspectables.,"S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0927,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,Une position dite protégée doit être prouvée par des ordres ou règles actives et non par un simple booléen de présentation.,"Le détail montre stop, target, provider et dernière confirmation.","S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0928,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,"Les limites de risque absentes doivent être affichées NOT_CONFIGURED ou UNKNOWN, jamais comme non utilisées.",La page bloque les conclusions qui dépendent de la limite.,"S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0929,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P0,AUTO,"Les KPI de risque et performance doivent relier agrégat, contributeurs, positions, événements et politique applicable.",Le drill-down conserve période et environnement.,"S01,S04,S05,S17,S26,S27,S30",active,1.0.0
UXR-0930,47,"Interfaces de contrôle à haut enjeu, trading et opérations temps réel",MUST,P1,MANUAL,"La page live doit prioriser l'état courant, l'exception, la décision, la position et le prochain jalon avant l'historique exhaustif.",Le test des cinq secondes valide cette hiérarchie.,"S01,S04,S05,S17,S26,S27,S30",active,1.0.0
